  p_brand   |          p_type           | p_size | supplier_cnt 
 Brand#25   | MEDIUM POLISHED NICKEL    |      3 |          516
 Brand#31   | ECONOMY BURNISHED COPPER  |     27 |          516
 Brand#32   | ECONOMY BRUSHED BRASS     |      5 |          516
 Brand#32   | SMALL PLATED STEEL        |     15 |          516
 Brand#33   | MEDIUM POLISHED BRASS     |      3 |          516
 Brand#33   | STANDARD PLATED BRASS     |     27 |          516
 Brand#34   | STANDARD ANODIZED TIN     |      3 |          516
 Brand#35   | LARGE PLATED BRASS        |      5 |          516
 Brand#35   | MEDIUM BRUSHED TIN        |     10 |          516
 Brand#35   | SMALL BURNISHED TIN       |     46 |          516
 Brand#35   | STANDARD ANODIZED BRASS   |     24 |          516
 Brand#35   | STANDARD POLISHED COPPER  |      3 |          516
 Brand#41   | ECONOMY BRUSHED TIN       |      3 |          516
 Brand#41   | LARGE PLATED STEEL        |      5 |          516
 Brand#41   | MEDIUM BURNISHED STEEL    |     15 |          516
 Brand#41   | SMALL PLATED STEEL        |     27 |          516
 Brand#41   | SMALL POLISHED COPPER     |      5 |          516
 Brand#41   | STANDARD PLATED NICKEL    |      3 |          516
 Brand#42   | PROMO BURNISHED STEEL     |     46 |          516
 Brand#42   | PROMO PLATED STEEL        |     27 |          516
 Brand#42   | SMALL PLATED COPPER       |     21 |          516
 Brand#42   | SMALL POLISHED STEEL      |      5 |          516
 Brand#42   | STANDARD BURNISHED BRASS  |     10 |          516
 Brand#43   | STANDARD BURNISHED STEEL  |     27 |          516
 Brand#44   | ECONOMY POLISHED STEEL    |     10 |          516
 Brand#44   | LARGE ANODIZED TIN        |     10 |          516
 Brand#44   | STANDARD POLISHED COPPER  |     15 |          516
 Brand#45   | ECONOMY POLISHED BRASS    |     10 |          516
 Brand#45   | MEDIUM ANODIZED BRASS     |     10 |          516
 Brand#45   | PROMO ANODIZED TIN        |      5 |          516
 Brand#45   | SMALL POLISHED BRASS      |      3 |          516
 Brand#51   | LARGE ANODIZED STEEL      |     27 |          516
 Brand#51   | LARGE BRUSHED NICKEL      |      3 |          516
 Brand#51   | PROMO PLATED NICKEL       |     10 |          516
 Brand#52   | MEDIUM ANODIZED STEEL     |     27 |          516
 Brand#52   | MEDIUM BURNISHED TIN      |      3 |          516
 Brand#52   | PROMO ANODIZED STEEL      |     27 |          516
 Brand#52   | PROMO POLISHED TIN        |     46 |          516
 Brand#52   | STANDARD BURNISHED COPPER |      5 |          516
 Brand#53   | ECONOMY POLISHED TIN      |      5 |          516
 Brand#53   | MEDIUM BURNISHED BRASS    |     15 |          516
 Brand#53   | MEDIUM PLATED BRASS       |     10 |          516
 Brand#53   | STANDARD ANODIZED TIN     |     10 |          516
 Brand#53   | STANDARD BURNISHED NICKEL |     46 |          516
 Brand#53   | STANDARD PLATED STEEL     |     27 |          516
 Brand#55   | ECONOMY BURNISHED STEEL   |     15 |          516
 Brand#55   | LARGE BURNISHED TIN       |     24 |          516
 Brand#11   | MEDIUM POLISHED NICKEL    |     46 |          515
 Brand#13   | ECONOMY ANODIZED COPPER   |      5 |          515
 Brand#13   | STANDARD ANODIZED COPPER  |     10 |          515
 Brand#14   | ECONOMY PLATED COPPER     |     21 |          515
 Brand#14   | MEDIUM PLATED COPPER      |     27 |          515
 Brand#15   | ECONOMY BRUSHED STEEL     |     21 |          515
 Brand#15   | LARGE BURNISHED NICKEL    |     27 |          515
 Brand#15   | MEDIUM PLATED NICKEL      |     21 |          515
 Brand#15   | PROMO ANODIZED COPPER     |     24 |          515
 Brand#15   | SMALL POLISHED BRASS      |     10 |          515
 Brand#21   | STANDARD BRUSHED TIN      |     10 |          515
 Brand#22   | LARGE BRUSHED COPPER      |     27 |          515
 Brand#23   | SMALL BRUSHED COPPER      |     27 |          515
 Brand#24   | PROMO POLISHED TIN        |     46 |          515
 Brand#25   | STANDARD BURNISHED TIN    |      5 |          515
 Brand#32   | LARGE PLATED STEEL        |     24 |          515
 Brand#33   | SMALL BRUSHED TIN         |     27 |          515
 Brand#34   | MEDIUM POLISHED BRASS     |      5 |          515
 Brand#35   | PROMO PLATED COPPER       |      5 |          515
 Brand#41   | LARGE BURNISHED BRASS     |     27 |          515
 Brand#42   | ECONOMY BRUSHED NICKEL    |     10 |          515
 Brand#43   | PROMO PLATED TIN          |     10 |          515
 Brand#45   | ECONOMY BURNISHED BRASS   |     10 |          515
 Brand#45   | LARGE ANODIZED NICKEL     |     15 |          515
 Brand#45   | MEDIUM BURNISHED STEEL    |     21 |          515
 Brand#45   | MEDIUM PLATED COPPER      |     15 |          515
 Brand#45   | PROMO POLISHED BRASS      |     24 |          515
 Brand#45   | SMALL ANODIZED NICKEL     |     27 |          515
 Brand#51   | SMALL BRUSHED COPPER      |     10 |          515
 Brand#52   | LARGE BRUSHED BRASS       |      3 |          515
 Brand#52   | STANDARD BRUSHED TIN      |     24 |          515
 Brand#53   | LARGE BURNISHED BRASS     |     27 |          515
 Brand#53   | PROMO ANODIZED NICKEL     |     27 |          515
 Brand#54   | LARGE PLATED TIN          |     15 |          515
 Brand#13   | LARGE BURNISHED TIN       |     24 |          514
 Brand#15   | SMALL BRUSHED NICKEL      |     10 |          514
 Brand#23   | PROMO BRUSHED STEEL       |     24 |          514
 Brand#23   | STANDARD BURNISHED COPPER |     21 |          514
 Brand#32   | STANDARD PLATED COPPER    |      3 |          514
 Brand#45   | MEDIUM PLATED TIN         |     21 |          514
 Brand#55   | MEDIUM POLISHED COPPER    |      3 |          514
 Brand#11   | MEDIUM PLATED BRASS       |     15 |          512
 Brand#11   | PROMO PLATED TIN          |     46 |          512
 Brand#11   | STANDARD POLISHED TIN     |     46 |          512
 Brand#13   | ECONOMY POLISHED TIN      |     15 |          512
 Brand#13   | LARGE PLATED COPPER       |     21 |          512
 Brand#13   | MEDIUM POLISHED STEEL     |     21 |          512
 Brand#13   | PROMO BURNISHED NICKEL    |     21 |          512
 Brand#14   | ECONOMY BRUSHED STEEL     |     21 |          512
 Brand#14   | MEDIUM POLISHED STEEL     |     27 |          512
 Brand#14   | PROMO POLISHED BRASS      |     15 |          512
 Brand#14   | PROMO POLISHED TIN        |     15 |          512
 Brand#14   | STANDARD BRUSHED NICKEL   |     27 |          512
 Brand#15   | PROMO BRUSHED TIN         |     10 |          512
 Brand#21   | ECONOMY BURNISHED BRASS   |      3 |          512
 Brand#21   | STANDARD PLATED STEEL     |      5 |          512
 Brand#22   | ECONOMY BRUSHED COPPER    |     24 |          512
 Brand#22   | SMALL ANODIZED STEEL      |     46 |          512
 Brand#23   | ECONOMY BRUSHED STEEL     |     27 |          512
 Brand#23   | ECONOMY POLISHED BRASS    |      5 |          512
 Brand#23   | ECONOMY POLISHED STEEL    |     10 |          512
 Brand#23   | MEDIUM PLATED STEEL       |     27 |          512
 Brand#23   | PROMO BRUSHED COPPER      |      3 |          512
 Brand#23   | STANDARD ANODIZED COPPER  |     21 |          512
 Brand#24   | ECONOMY PLATED NICKEL     |     27 |          512
 Brand#24   | MEDIUM BRUSHED NICKEL     |      5 |          512
 Brand#24   | STANDARD PLATED COPPER    |     15 |          512
 Brand#25   | MEDIUM ANODIZED STEEL     |     21 |          512
 Brand#25   | MEDIUM ANODIZED TIN       |     24 |          512
 Brand#25   | MEDIUM BRUSHED BRASS      |     10 |          512
 Brand#25   | MEDIUM BURNISHED STEEL    |     21 |          512
 Brand#25   | MEDIUM PLATED TIN         |     10 |          512
 Brand#25   | PROMO ANODIZED NICKEL     |      5 |          512
 Brand#25   | PROMO POLISHED COPPER     |     27 |          512
 Brand#25   | STANDARD BURNISHED BRASS  |     10 |          512
 Brand#31   | ECONOMY POLISHED COPPER   |     46 |          512
 Brand#31   | LARGE ANODIZED STEEL      |     24 |          512
 Brand#31   | LARGE PLATED NICKEL       |     10 |          512
 Brand#31   | PROMO ANODIZED TIN        |     24 |          512
 Brand#31   | SMALL ANODIZED BRASS      |      5 |          512
 Brand#33   | ECONOMY BRUSHED BRASS     |     15 |          512
 Brand#33   | LARGE ANODIZED BRASS      |     46 |          512
 Brand#33   | LARGE PLATED COPPER       |     15 |          512
 Brand#33   | MEDIUM BURNISHED TIN      |     15 |          512
 Brand#33   | SMALL BURNISHED BRASS     |     24 |          512
 Brand#34   | LARGE ANODIZED BRASS      |     10 |          512
 Brand#34   | LARGE BURNISHED BRASS     |     27 |          512
 Brand#34   | SMALL BURNISHED TIN       |     10 |          512
 Brand#34   | STANDARD BRUSHED TIN      |     21 |          512
 Brand#34   | STANDARD PLATED COPPER    |     46 |          512
 Brand#35   | ECONOMY PLATED TIN        |     15 |          512
 Brand#35   | STANDARD PLATED BRASS     |     46 |          512
 Brand#35   | STANDARD PLATED NICKEL    |     27 |          512
 Brand#35   | STANDARD PLATED STEEL     |      3 |          512
 Brand#41   | LARGE PLATED TIN          |      5 |          512
 Brand#41   | PROMO BURNISHED COPPER    |     15 |          512
 Brand#42   | ECONOMY BRUSHED BRASS     |     46 |          512
 Brand#42   | PROMO BRUSHED TIN         |     21 |          512
 Brand#42   | PROMO BURNISHED NICKEL    |     15 |          512
 Brand#43   | ECONOMY ANODIZED BRASS    |     27 |          512
 Brand#43   | ECONOMY BRUSHED TIN       |     27 |          512
 Brand#44   | LARGE ANODIZED NICKEL     |      5 |          512
 Brand#44   | LARGE PLATED NICKEL       |      5 |          512
 Brand#44   | SMALL POLISHED COPPER     |     15 |          512
 Brand#51   | SMALL BRUSHED STEEL       |     46 |          512
 Brand#52   | ECONOMY ANODIZED TIN      |     15 |          512
 Brand#52   | MEDIUM POLISHED TIN       |      5 |          512
 Brand#52   | SMALL ANODIZED TIN        |     46 |          512
 Brand#53   | MEDIUM BRUSHED BRASS      |     46 |          512
 Brand#53   | PROMO ANODIZED STEEL      |     46 |          512
 Brand#53   | SMALL PLATED STEEL        |     24 |          512
 Brand#54   | SMALL POLISHED NICKEL     |     46 |          512
 Brand#54   | STANDARD ANODIZED COPPER  |     15 |          512
 Brand#55   | MEDIUM PLATED NICKEL      |     15 |          512
 Brand#55   | STANDARD PLATED NICKEL    |     46 |          512
 Brand#11   | LARGE PLATED COPPER       |     46 |          511
 Brand#11   | STANDARD BRUSHED BRASS    |     27 |          511
 Brand#14   | PROMO PLATED TIN          |     46 |          511
 Brand#21   | PROMO ANODIZED TIN        |     21 |          511
 Brand#22   | SMALL BRUSHED BRASS       |      3 |          511
 Brand#23   | ECONOMY PLATED BRASS      |     46 |          511
 Brand#23   | STANDARD BRUSHED NICKEL   |     21 |          511
 Brand#24   | STANDARD BRUSHED BRASS    |      5 |          511
 Brand#25   | STANDARD BRUSHED TIN      |     21 |          511
 Brand#31   | ECONOMY BURNISHED STEEL   |     27 |          511
 Brand#31   | LARGE PLATED TIN          |     15 |          511
 Brand#31   | STANDARD PLATED STEEL     |      3 |          511
 Brand#32   | SMALL ANODIZED STEEL      |      5 |          511
 Brand#34   | ECONOMY BURNISHED TIN     |     24 |          511
 Brand#35   | ECONOMY BURNISHED BRASS   |      5 |          511
 Brand#35   | SMALL BRUSHED NICKEL      |     27 |          511
 Brand#35   | SMALL POLISHED NICKEL     |     21 |          511
 Brand#35   | STANDARD POLISHED STEEL   |     15 |          511
 Brand#41   | STANDARD BRUSHED COPPER   |     46 |          511
 Brand#42   | ECONOMY POLISHED NICKEL   |     27 |          511
 Brand#43   | SMALL BRUSHED TIN         |      5 |          511
 Brand#43   | SMALL PLATED COPPER       |     24 |          511
 Brand#44   | PROMO POLISHED COPPER     |      5 |          511
 Brand#51   | ECONOMY ANODIZED COPPER   |     24 |          511
 Brand#51   | PROMO ANODIZED NICKEL     |      5 |          511
 Brand#51   | PROMO POLISHED TIN        |      3 |          511
 Brand#52   | SMALL PLATED NICKEL       |     15 |          511
 Brand#53   | ECONOMY ANODIZED NICKEL   |     24 |          511
 Brand#53   | ECONOMY BRUSHED TIN       |      5 |          511
 Brand#54   | ECONOMY BRUSHED BRASS     |     21 |          511
 Brand#55   | STANDARD ANODIZED COPPER  |     46 |          511
 Brand#31   | STANDARD BRUSHED NICKEL   |     21 |          510
 Brand#42   | MEDIUM POLISHED STEEL     |     21 |          510
 Brand#42   | STANDARD PLATED TIN       |     15 |          510
 Brand#43   | STANDARD PLATED NICKEL    |     24 |          510
 Brand#45   | LARGE BURNISHED TIN       |     27 |          510
 Brand#52   | LARGE BURNISHED TIN       |     10 |          510
 Brand#13   | ECONOMY PLATED BRASS      |     27 |          509
 Brand#21   | LARGE ANODIZED TIN        |      3 |          509
 Brand#11   | ECONOMY BURNISHED STEEL   |     27 |          508
 Brand#11   | LARGE ANODIZED BRASS      |      5 |          508
 Brand#11   | MEDIUM ANODIZED BRASS     |      5 |          508
 Brand#11   | SMALL ANODIZED TIN        |     24 |          508
 Brand#11   | STANDARD BURNISHED TIN    |     46 |          508
 Brand#13   | LARGE BURNISHED BRASS     |     21 |          508
 Brand#13   | MEDIUM BRUSHED NICKEL     |     27 |          508
 Brand#14   | ECONOMY PLATED BRASS      |     15 |          508
 Brand#14   | MEDIUM ANODIZED STEEL     |     15 |          508
 Brand#14   | MEDIUM BRUSHED COPPER     |     15 |          508
 Brand#14   | MEDIUM PLATED COPPER      |     24 |          508
 Brand#14   | STANDARD ANODIZED STEEL   |     46 |          508
 Brand#15   | LARGE PLATED BRASS        |      5 |          508
 Brand#15   | STANDARD BRUSHED NICKEL   |      5 |          508
 Brand#15   | STANDARD BURNISHED BRASS  |     15 |          508
 Brand#21   | PROMO POLISHED COPPER     |     15 |          508
 Brand#21   | SMALL BRUSHED TIN         |     46 |          508
 Brand#21   | STANDARD ANODIZED COPPER  |     15 |          508
 Brand#22   | MEDIUM BURNISHED STEEL    |     10 |          508
 Brand#22   | MEDIUM POLISHED COPPER    |     21 |          508
 Brand#22   | PROMO BRUSHED TIN         |     15 |          508
 Brand#22   | SMALL ANODIZED TIN        |      5 |          508
 Brand#22   | SMALL PLATED COPPER       |      5 |          508
 Brand#23   | MEDIUM ANODIZED BRASS     |      5 |          508
 Brand#23   | MEDIUM BURNISHED NICKEL   |     46 |          508
 Brand#23   | SMALL PLATED NICKEL       |     24 |          508
 Brand#24   | ECONOMY ANODIZED STEEL    |     46 |          508
 Brand#24   | LARGE ANODIZED STEEL      |     10 |          508
 Brand#24   | MEDIUM ANODIZED TIN       |      3 |          508
 Brand#24   | STANDARD BRUSHED COPPER   |      3 |          508
 Brand#25   | MEDIUM ANODIZED STEEL     |     24 |          508
 Brand#25   | PROMO BRUSHED TIN         |      3 |          508
 Brand#25   | PROMO BRUSHED TIN         |      5 |          508
 Brand#25   | STANDARD PLATED TIN       |     24 |          508
 Brand#31   | ECONOMY BRUSHED NICKEL    |     10 |          508
 Brand#31   | LARGE BURNISHED COPPER    |     15 |          508
 Brand#31   | LARGE PLATED BRASS        |      5 |          508
 Brand#31   | MEDIUM BRUSHED TIN        |     10 |          508
 Brand#31   | MEDIUM PLATED NICKEL      |     15 |          508
 Brand#31   | PROMO BRUSHED TIN         |     21 |          508
 Brand#31   | STANDARD ANODIZED STEEL   |     27 |          508
 Brand#31   | STANDARD BRUSHED COPPER   |      5 |          508
 Brand#32   | ECONOMY ANODIZED STEEL    |     24 |          508
 Brand#32   | MEDIUM ANODIZED NICKEL    |     15 |          508
 Brand#32   | MEDIUM PLATED BRASS       |      3 |          508
 Brand#33   | LARGE BRUSHED STEEL       |     10 |          508
 Brand#33   | MEDIUM BRUSHED BRASS      |      3 |          508
 Brand#33   | MEDIUM POLISHED STEEL     |     46 |          508
 Brand#34   | MEDIUM BURNISHED TIN      |     21 |          508
 Brand#34   | PROMO BRUSHED TIN         |     46 |          508
 Brand#34   | STANDARD ANODIZED STEEL   |      5 |          508
 Brand#34   | STANDARD ANODIZED TIN     |     24 |          508
 Brand#35   | ECONOMY PLATED STEEL      |     15 |          508
 Brand#35   | LARGE PLATED BRASS        |     21 |          508
 Brand#35   | SMALL PLATED COPPER       |      3 |          508
 Brand#35   | STANDARD BURNISHED COPPER |     15 |          508
 Brand#35   | STANDARD BURNISHED NICKEL |     27 |          508
